algorithm,episodes,alpha,gamma,epsilon,episode,reward,steps,reached
montecarlo,2000,0.1,0.99,0.1,430,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,431,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,432,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,433,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,434,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,435,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,436,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,437,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,438,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,439,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,440,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,441,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,442,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,443,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,444,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,445,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,446,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,447,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,448,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,449,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,450,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,451,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,452,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,453,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,454,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,455,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,456,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,457,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,458,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,459,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,460,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,461,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,462,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,463,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,464,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,465,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,466,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,467,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,468,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,469,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,470,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,471,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,472,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,473,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,474,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,475,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,476,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,477,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,478,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,479,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,480,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,481,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,482,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,483,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,484,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,485,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,486,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,487,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,488,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,489,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,490,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,491,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,492,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,493,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,494,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,495,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,496,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,497,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,498,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,499,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,500,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,501,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,502,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,503,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,504,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,505,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,506,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,507,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,508,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,509,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,510,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,511,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,512,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,513,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,514,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,515,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,516,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,517,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,518,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,519,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,520,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,521,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,522,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,523,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,524,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,525,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,526,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,527,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,528,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,529,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,530,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,531,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,532,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,533,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,534,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,535,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,536,7.1000,19,1
montecarlo,2000,0.1,0.99,0.1,537,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,538,6.3000,27,1
montecarlo,2000,0.1,0.99,0.1,539,0.1000,89,1
montecarlo,2000,0.1,0.99,0.1,540,1.5000,55,1
montecarlo,2000,0.1,0.99,0.1,541,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,542,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,543,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,544,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,545,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,546,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,547,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,548,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,549,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,550,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,551,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,552,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,553,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,554,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,555,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,556,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,557,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,558,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,559,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,560,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,561,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,562,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,563,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,564,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,565,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,566,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,567,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,568,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,569,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,570,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,571,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,572,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,573,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,574,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,575,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,576,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,577,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,578,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,579,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,580,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,581,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,582,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,583,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,584,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,585,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,586,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,587,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,588,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,589,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,590,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,591,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,592,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,593,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,594,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,595,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,596,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,597,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,598,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,599,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,600,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,601,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,602,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,603,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,604,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,605,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,606,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,607,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,608,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,609,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,610,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,611,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,612,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,613,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,614,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,615,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,616,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,617,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,618,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,619,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,620,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,621,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,622,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,623,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,624,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,625,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,626,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,627,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,628,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,629,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,630,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,631,6.4000,16,1
montecarlo,2000,0.1,0.99,0.1,632,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,633,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,634,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,635,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,636,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,637,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,638,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,639,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,640,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,641,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,642,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,643,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,644,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,645,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,646,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,647,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,648,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,649,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,650,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,651,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,652,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,653,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,654,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,655,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,656,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,657,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,658,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,659,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,660,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,661,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,662,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,663,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,664,5.9000,11,1
montecarlo,2000,0.1,0.99,0.1,665,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,666,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,667,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,668,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,669,8.6000,14,1
montecarlo,2000,0.1,0.99,0.1,670,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,671,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,672,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,673,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,674,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,675,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,676,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,677,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,678,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,679,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,680,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,681,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,682,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,683,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,684,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,685,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,686,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,687,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,688,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,689,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,690,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,691,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,692,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,693,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,694,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,695,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,696,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,697,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,698,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,699,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,700,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,701,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,702,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,703,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,704,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,705,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,706,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,707,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,708,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,709,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,710,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,711,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,712,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,713,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,714,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,715,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,716,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,717,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,718,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,719,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,720,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,721,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,722,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,723,5.7000,13,1
montecarlo,2000,0.1,0.99,0.1,724,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,725,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,726,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,727,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,728,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,729,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,730,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,731,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,732,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,733,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,734,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,735,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,736,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,737,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,738,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,739,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,740,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,741,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,742,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,743,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,744,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,745,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,746,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,747,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,748,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,749,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,750,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,751,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,752,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,753,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,754,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,755,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,756,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,757,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,758,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,759,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,760,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,761,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,762,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,763,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,764,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,765,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,766,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,767,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,768,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,769,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,770,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,771,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,772,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,773,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,774,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,775,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,776,5.9000,11,1
montecarlo,2000,0.1,0.99,0.1,777,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,778,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,779,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,780,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,781,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,782,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,783,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,784,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,785,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,786,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,787,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,788,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,789,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,790,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,791,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,792,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,793,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,794,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,795,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,796,7.3000,17,1
montecarlo,2000,0.1,0.99,0.1,797,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,798,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,799,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,800,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,801,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,802,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,803,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,804,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,805,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,806,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,807,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,808,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,809,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,810,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,811,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,812,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,813,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,814,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,815,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,816,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,817,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,818,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,819,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,820,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,821,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,822,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,823,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,824,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,825,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,826,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,827,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,828,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,829,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,830,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,831,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,832,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,833,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,834,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,835,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,836,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,837,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,838,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,839,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,840,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,841,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,842,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,843,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,844,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,845,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,846,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,847,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,848,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,849,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,850,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,851,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,852,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,853,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,854,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,855,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,856,3.7000,13,1
montecarlo,2000,0.1,0.99,0.1,857,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,858,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,859,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,860,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,861,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,862,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,863,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,864,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,865,9.2000,8,1
