algorithm,episodes,alpha,gamma,epsilon,episode,reward,steps,reached
qlearning,500,0.1,0.99,0.1,461,9.2000,8,1
qlearning,500,0.1,0.99,0.1,462,9.2000,8,1
qlearning,500,0.1,0.99,0.1,463,9.2000,8,1
qlearning,500,0.1,0.99,0.1,464,9.2000,8,1
qlearning,500,0.1,0.99,0.1,465,9.2000,8,1
qlearning,500,0.1,0.99,0.1,466,9.2000,8,1
qlearning,500,0.1,0.99,0.1,467,8.8000,12,1
qlearning,500,0.1,0.99,0.1,468,9.2000,8,1
qlearning,500,0.1,0.99,0.1,469,9.2000,8,1
qlearning,500,0.1,0.99,0.1,470,9.2000,8,1
qlearning,500,0.1,0.99,0.1,471,8.1000,9,1
qlearning,500,0.1,0.99,0.1,472,9.0000,10,1
qlearning,500,0.1,0.99,0.1,473,9.0000,10,1
qlearning,500,0.1,0.99,0.1,474,9.2000,8,1
qlearning,500,0.1,0.99,0.1,475,9.2000,8,1
qlearning,500,0.1,0.99,0.1,476,9.2000,8,1
qlearning,500,0.1,0.99,0.1,477,9.2000,8,1
qlearning,500,0.1,0.99,0.1,478,7.0000,10,1
qlearning,500,0.1,0.99,0.1,479,9.2000,8,1
qlearning,500,0.1,0.99,0.1,480,9.2000,8,1
qlearning,500,0.1,0.99,0.1,481,9.2000,8,1
qlearning,500,0.1,0.99,0.1,482,9.2000,8,1
qlearning,500,0.1,0.99,0.1,483,9.2000,8,1
qlearning,500,0.1,0.99,0.1,484,9.2000,8,1
qlearning,500,0.1,0.99,0.1,485,9.2000,8,1
qlearning,500,0.1,0.99,0.1,486,9.0000,10,1
qlearning,500,0.1,0.99,0.1,487,9.2000,8,1
qlearning,500,0.1,0.99,0.1,488,9.2000,8,1
qlearning,500,0.1,0.99,0.1,489,9.2000,8,1
qlearning,500,0.1,0.99,0.1,490,9.0000,10,1
qlearning,500,0.1,0.99,0.1,491,9.2000,8,1
qlearning,500,0.1,0.99,0.1,492,9.2000,8,1
qlearning,500,0.1,0.99,0.1,493,8.1000,9,1
qlearning,500,0.1,0.99,0.1,494,8.1000,9,1
qlearning,500,0.1,0.99,0.1,495,7.9000,11,1
qlearning,500,0.1,0.99,0.1,496,8.6000,14,1
qlearning,500,0.1,0.99,0.1,497,9.2000,8,1
qlearning,500,0.1,0.99,0.1,498,9.0000,10,1
qlearning,500,0.1,0.99,0.1,499,9.2000,8,1
qlearning,500,0.1,0.99,0.1,500,9.2000,8,1
